"Date_periode";"Matrice_DPC_-_Domaine";"Matrice_DPC_-_Produits";"Matrice_DPC_-_Composants";"Etablissement";"Site";"Pole";"Service";"Territoire";"Direction";"Equipe";"Strategie_Domaine";"Strategie_Axe";"Strategie_sous-axe";"Libelle";"Code";"Indicateur_de_priorisation_d_Urgence/Strategie_annuelle";"Indicateur_de_priorisation_d_Urgence/Priorite_Projet";"Statut";"Chef_de_projet";"Typologie_d_activite";"Profil_de_Projet";"Etat_d_avancement/Meteo";"Etat_d_avancement/Commentaire_meteo";"Etat_d_avancement/Tendance";"Couts-Charges_Projet/Charge_DSN_estimee";"Couts-Charges_Projet/Duree_Estimee_du_projet__en_mois_";"Date_de_debut";"Date_de_fin";"Couts-Charges_Projet/Cout_initial_estime_du_projet__en_k__";"Indicateurs_de_priorisation_des_demandes/Indicateur_de_priorisation_-_Complexite_et_freins__CALCUL_";"Indicateurs_de_priorisation_des_demandes/Indicateur_de_priorisation_-_Opportunite_et_criticite__CALCUL_";"Indicateurs_de_priorisation_des_demandes/Charge_global_estimee__CALCUL_";"Portee_Projet___GHT_ou_Locale__";"Libelle";"Date_de_mise_a_jour";"Date_de_cloture_du_projet";"Libelle_long";"Description";"Date_de_creation"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"Autre disciplines médicales";"CH Pithiviers";"";"";"";"";"";"";"";"";"";"Easily au Domaine de Chantaloup - CHP";"24-109";"Non";"Priorité 3";"DDE En attente";"";"BUILD";"Applicatif";"Pluie";"";"Dégradation";"50.0";"6.0";"01/01/2024";"28/02/2025";"10.0";"7.0";"35.0";"80.0";"LOCAL";"Easily au Domaine de Chantaloup - CHP";"20/02/2026";"";"";"Le projet vise à installer le dossier patient “Easily” au Domaine de Chantaloup pour faciliter la prescription médicale et améliorer la collaboration entre le Domaine de Chantaloup, le Centre Hospitalier de Pithiviers (CHP) et le Centre Hospitalier Universitaire d’Orléans (CHU). Cette initiative inclut la formation de deux à trois médecins pour l’utilisation de l’application.";"30/08/2024"
"01/03/2026";"";"";"";"CH Beaugency";"";"";"";"";"";"";"";"";"";"EASILY Beaugency Meung - Optimisation Dossier Spécialité et Ehpad";"22-031";"Non";"Priorité 2";"PRJ Terminé";"Jocelyn CADON";"BUILD";"Applicatif";"Soleil";"MEP oct et nov Pathos";"Amélioration";"20.0";"4.0";"01/12/2021";"10/05/2022";"0.0";"7.0";"40.0";"25.0";"GHT";"EASILY Beaugency Meung - Optimisation Dossier Spécialité et Ehpad";"05/07/2023";"01/11/2022";"Reprise et optimisation des paramétrages d'EASILY à Beaugency et Meung";"Reprise et optimisation des paramétrages d'EASILY à Beaugency et Meung sur le périmètre du dossier de spécialité et des  Ehpad de Beaugency et Meung sur Loire";"07/02/2022"
"01/03/2026";"";"";"";"CH Beaugency";"";"";"";"";"";"";"";"";"";"EASILY Beaugency/Meung";"21-029";"Non";"Priorité 2";"PRJ Terminé";"Yannick BRAULT";"BUILD";"Applicatif";"Soleil";"";"Dégradation";"0.0";"";"05/01/2021";"04/02/2022";"0.0";"0.0";"11.0";"0.0";"GHT";"EASILY Beaugency/Meung";"01/10/2024";"01/02/2022";"";"";"11/08/2020"
"01/03/2026";"";"";"";"CH Beaune la Rolande";"";"";"";"";"";"";"";"";"";"EASILY Beaune La Rolande";"21-077";"Non";"Priorité 4";"PRJ Abandonné";"";"BUILD";"Applicatif";"";"";"";"";"";"09/09/2021";"28/12/2021";"";"";"";"";"GHT";"EASILY Beaune La Rolande";"01/10/2024";"01/12/2021";"";"";"11/08/2020"
"01/03/2026";"";"";"";"CHU Orléans";"Hôpital de la source";"PMI";"Cardio";"";"";"";"";"";"";"EASILY Bloc - PreOP PerOp Cardiologie";"21-093";"Non";"Priorité 4";"PRJ Terminé";"Jocelyn CADON";"BUILD";"Applicatif";"";"";"";"10.0";"";"02/11/2020";"30/04/2021";"10.0";"";"";"";"GHT";"EASILY Bloc - PreOP PerOp Cardiologie";"01/10/2024";"01/01/2022";"";"EASILY Bloc PreOp en Cardiologie - programmation des interventions";"09/10/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"CHU Orléans";"Jeanne d'Arc Gien";"";"";"";"Direction DSN";"AMS";"Stratégie Métiers du Soin [SNMS]​";"Axe 2: SNMS-Convergence";"Easily";"EASILY Bloc - PreOP Site Jeanne d'Arc";"22-120";"Non";"Priorité 3";"PRJ Terminé";"";"BUILD";"Applicatif";"Soleil";"";"";"10.0";"0.0";"01/09/2022";"02/01/2024";"0.0";"4.0";"10.0";"15.0";"LOCAL";"EASILY Bloc - PreOP Site Jeanne d'Arc";"16/04/2024";"01/02/2024";"EASILY Bloc - PreOP Site Jeanne d'Arc";"Dde formulée par le Dr St-Marc et Dr MFAM à Stéphanie Alicot  Mise en œuvre de la programmation des interventions BLOCs du site Jeanne d’Arc à partir d’Easily Bloc. (existant pour le digestif et utilisé uniquement par les chirurgiens d’Orléans – 15% activité).   Déploiement complet sur l’ensemble des chirurgiens libéraux + catalogue des interventions à revoir + formations des futurs utilisateurs (environ 10 Chir + 10 secrétaires). Usage visé : le chirurgien ou sa secrétaire du cabinet programme les interventions dans Easily. / Accès Easily à prévoir via 2x// Parallels  Paramétrage des 8 salles à revérifier dans Easily Bloc  Impact ressources : AMOA S. Alicot + CDS pour accès Easily + PROD pour publication icone Easily 2x// sur postes JDA hors domaine MPLS.";"01/09/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CHU Orléans";"";"";"";"";"Direction DSN";"PROJETS";"";"";"";"EASILY Centre de prélèvement";"22-285";"Non";"Priorité 3";"PRJ Abandonné";"Sébastien De SOUSA";"BUILD";"Applicatif";"Soleil";"";"Sans Objet";"10.0";"2.0";"14/12/2022";"31/12/2023";"0.0";"7.0";"37.0";"15.0";"LOCAL";"EASILY Centre de prélèvement";"01/09/2024";"01/08/2024";"EASILY Centre de prélèvement";"Les centres de prélèvements (point jaune RDC et point rouge 3ème étage). Les IDE souhaiteraient avoir un accès dans Easily afin qu'elles tracent le suivi de soins de certains patients. Aujourd'hui, qu'EASILY Bureautique mis en place (Agenda) >> IDE de consultation";"20/12/2022"
"01/03/2026";"";"";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"EASILY CHIRURGIE";"21-162";"";"";"PRJ Terminé";"";"";"";"";"";"";"";"";"01/12/2018";"30/04/2019";"";"";"";"";"";"EASILY CHIRURGIE";"27/09/2022";"01/11/2021";"";"";"08/11/2021"
"01/03/2026";"";"";"";"CHU Orléans";"Hôpital de la source";"";"";"";"";"";"";"";"";"EASILY Clinique et Agendas CHRO";"21-046";"Non";"Priorité 2";"PRJ Terminé";"Laetitia GERAUD";"BUILD";"Applicatif";"Soleil";"";"Amélioration";"926.0";"";"01/07/2020";"22/01/2022";"266.0";"7.0";"52.0";"1292.0";"LOCAL";"EASILY Clinique et Agendas CHRO";"01/10/2024";"01/02/2022";"";"Projet Easily remplaçement CristalNet par Easily sur le périmètre dossier clinique (bureautique médicale) et agenda";"03/09/2020"
"01/03/2026";"Socle Technique [SNST]";"Gestion des Identités et des Habilitations";"";"_GHT";"";"";"";"";"Direction DSN";"AMS";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"EASILY Comptes Jetons";"22-028";"Non";"Priorité 3";"PRJ Terminé";"Jocelyn CADON";"RUN";"Applicatif";"Pluie";"MEP à planifier";"Dégradation";"3.0";"";"01/01/2022";"04/09/2024";"0.0";"4.0";"30.0";"4.0";"GHT";"EASILY Comptes Jetons";"01/10/2024";"01/09/2024";"créer des comptes de dépannage par des utilisateurs Easily";"De nouveau, nous sommes sollicités pour trouver une solution à la problématique de ne pas avoir de plan B lorsque l’utilisateur rencontre un soucis de connexion à son compte Easily en dehors des horaires ( Compte ne fonctionnant pas, intervenant de dernière minute, mot de passe oublié, etc ). Concernant le cas ci-dessous, l’astreinte DSN est-elle en mesure d’intervenir  la nuit pour réinitialiser le mot de passe ( ou assister l’utilisateur car c’est peut-être un soucis de procédure d’initialisation à la première connexion…)   Qu’en est-il du module que Mickael m’a parlé qui permettrait de créer des comptes de dépannage par des utilisateurs Easily? Le module a-t-il été testé  ?";"31/01/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CHU Orléans";"Hôpital de la source";"";"";"";"Direction DSN";"AMS";"Stratégie Métiers du Soin [SNMS]​";"Axe 3: SNMS-Simplification et modernisation du parcours de soin​";"";"EASILY Demandes Transverses dématérialisées";"21-126";"Non";"Priorité 3";"PRJ En cours";"Prisca KUZDOWIEZ";"BUILD";"Applicatif";"Pluie";"métiers pas dispos...ou pas réponses";"Amélioration";"10.0";"12.0";"01/07/2021";"21/03/2026";"0.0";"8.0";"35.0";"14.0";"GHT";"EASILY Demandes Transverses dématérialisées";"01/03/2026";"";"";"LOT1 Réaliser les demandes de DOPPLER à partir d'EASILY LOT 2 Demandes soins pal LOT 3 Demandes équipe mobile Gériatriques LOT 4 EASILY Demandes d’examens informatisées NEURO Dr CAMI - 20 demandes ....";"05/07/2021"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CH Pithiviers";"";"";"";"";"";"";"";"";"";"EASILY Démat dossier GO - Recap - CHP";"23-018";"Non";"Priorité 4";"DDE Refusée";"";"BUILD";"Applicatif";"Soleil";"";"";"0.0";"0.0";"01/01/2023";"31/12/2023";"0.0";"0.0";"10.0";"0.0";"LOCAL";"EASILY Démat dossier GO - Recap - CHP";"01/12/2024";"01/11/2024";"récapitulatif sous forme de tableaux comme ci joint des données de Bilan IST,  bilan pilule et recapitulatif frottis, mammographie";"Dans le cadre de la dématérialisation des dossiers GO du CMFE (centre médical de la femme et de l'enfant) de Pithiviers : •	serait il possible que figure sur le logiciel Easily dans le suivi gynécologique un récapitulatif sous forme de tableaux comme ci joint des données de Bilan IST,  bilan pilule et recapitulatif frottis, mammographie. Merci  Cordialement  YEME Agnès  Sage-femme coordinatrice  Centre médical de la femme et de l'enfant de Pithiviers  Tel :  02 38 32 33 58";"17/01/2023"
"01/03/2026";"Métiers du Soin [SNMS]";"Médico-Social";"";"_GHT";"";"";"";"";"";"";"";"";"";"EASILY Dossier Paramédicaux TRANSVERSAUX (portail)";"20-096";"Non";"Priorité 3";"PRJ Terminé";"Jocelyn CADON";"BUILD";"Applicatif";"Soleil";"MEP oct";"Amélioration";"30.0";"9.0";"22/11/2021";"31/01/2023";"1.0";"9.0";"35.0";"41.0";"GHT";"EASILY Dossier Paramédicaux TRANSVERSAUX (portail)";"01/10/2024";"01/02/2023";"Développement du dossier social, Diéts, Kinés... dans EASILY";"Développement du dossier social, Diéts, Kinés, Psycho... dans EASILY diététiciens dans portail rééducateurs ? existence d'un portail Nutrition d'une liste de patients à risque nutritionnel (ce n'est pas le portail Diét) Faire plusieurs lots";"30/11/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CHU Orléans";"";"";"";"";"Direction DSN";"AMS";"";"";"";"EASILY Dossier Spécialité ETP";"21-106";"Non";"Priorité 4";"PRJ Abandonné";"Prisca KUZDOWIEZ";"BUILD";"Applicatif";"Pluie";"Relance PRJ par Nvlle Cadre";"Amélioration";"25.0";"6.0";"01/01/2021";"15/04/2022";"0.0";"17.0";"30.0";"30.0";"LOCAL";"EASILY Dossier Spécialité ETP";"01/04/2024";"01/03/2024";"Dossier informatisé d’Education Thérapeutique du Patient (ETP)";"Développer les dossiers informatisés d’ETP pour tout patient inclus dans un programme d’ETP autorisé par l’ARS CVL. Soit dans les services suivants : - Endocrinologie [3 programmes ] - Pneumologie [1 programme] - Pédiatrie [3 programmes] - Rhumatologie [2 programmes voire 4 ] - Hémodialyse-néphro [1 programme] - Chirurgie digestive [1 programme] Pour chaque programme une trame commune de dossier informatisé est à réaliser. Devront être précisés les objectifs standardisés propres à chaque programme. Les documents ressources seront bien sûr également différents.  Lola Bourreau >> nouvelle cadre";"26/04/2021"
"01/03/2026";"";"";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"EASILY Dossier transverses UPAC (Formulaires et parcours de soins PMI)";"21-166";"Non";"Priorité 4";"PRJ Terminé";"";"BUILD";"Applicatif";"";"";"Amélioration";"10.0";"3.0";"26/11/2021";"08/06/2022";"0.0";"0.0";"10.0";"15.0";"LOCAL";"EASILY Dossier transverses UPAC (Formulaires et parcours de soins PMI)";"13/01/2023";"01/08/2022";"EASILY Dossier trnasverses UPAC";" - Reconnaissance Vocale - Associer le dossier UPAC (actuellement dans Cristal) dans le déploiement Easily Phase 2 - Demande informatisation du Parcours en cancérologie";"26/11/2021"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CHU Orléans";"Hôpital de la source";"Personnes âgées";"";"";"Direction DSN";"PROJETS";"Stratégie Métiers du Soin [SNMS]​";"Axe 2: SNMS-Convergence";"Easily";"EASILY EHPAD CHRO";"21-079";"Oui";"";"PRJ Terminé";"Patrice CHAMBOLLE";"BUILD";"Applicatif";"Soleil";"Risque Critique Méthologique";"Dégradation";"350.0";"";"25/04/2022";"22/12/2023";"";"11.0";"50.0";"450.0";"GHT";"EASILY EHPAD CHRO";"01/10/2024";"01/02/2024";"EASILY EHPAD CHRO";"EASILY EHPAD CHRO";"14/08/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"EASILY FOCUS : en Réanimation Chir et USC";"22-086";"Non";"Priorité 3";"PRJ Abandonné";"Sébastien De SOUSA";"BUILD";"Applicatif";"Soleil";"";"Sans Objet";"5.0";"1.0";"30/06/2022";"27/03/2023";"0.0";"6.0";"36.0";"7.0";"LOCAL";"EASILY FOCUS : en Réanimation Chir et USC";"01/04/2023";"01/03/2023";"Déploiement EASILY FOCUS en Réanimation Chir et USC";"Déploiement EASILY FOCUS en Réanimation Chir et USC Dde Mme Peteul / B ramus remontée par S. Pilosel";"30/06/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"_GHT";"";"";"";"";"Direction DSN";"AMS";"Stratégie Métiers du Soin [SNMS]​";"Axe 2: SNMS-Convergence";"Easily";"EASILY FormsStudio pour EASILY de GHT";"21-146";"Non";"Priorité 2";"PRJ En cours";"Jocelyn CADON";"BUILD";"Applicatif";"Soleil";"rss dev formstudio";"Amélioration";"200.0";"";"01/01/2020";"03/01/2026";"";"8.0";"40.0";"220.0";"GHT";"EASILY FormsStudio pour EASILY de GHT";"01/03/2026";"";"";"Regroupe l'ensemble des demande de développement de fiche FormStudio à développer dans le cadre du projet implémentation du Dossier Patient EASILY au sein du GHT 45";"22/09/2021"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CH Gien";"";"";"";"";"Direction DSN";"AMS";"Stratégie Métiers du Soin [SNMS]​";"Axe 2: SNMS-Convergence";"Easily";"EASILY fusion GIEN";"21-081";"Non";"Priorité 1";"PRJ En cours";"Jocelyn CADON";"BUILD";"Applicatif";"Nuage";"Mobilisation Métier et DSN";"Amélioration";"50.0";"";"01/01/2023";"03/06/2026";"25.0";"15.0";"36.0";"85.0";"GHT";"EASILY fusion GIEN";"01/03/2026";"";"EASILY fusion GIEN avec EASILY de GHT";"EASILY fusion GIEN avec EASILY de GHT";"12/08/2020"
"01/03/2026";"Fonctions Support [SNFS]";"Hôtellerie";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"EASILY Gestion Prévisionnelle des lits (GPLH)";"21-082";"Non";"Priorité 3";"PRJ Terminé";"Mickael MALLET";"BUILD";"Applicatif";"Soleil";"En attente CH GIEN ?";"Amélioration";"70.0";"18.0";"21/12/2020";"08/03/2023";"5.0";"11.0";"63.0";"85.0";"GHT";"EASILY Gestion Prévisionnelle des lits (GPLH)";"28/11/2024";"01/03/2023";"EASILY GPLH - Gestion Prévisionnel des lits";"EASILY GPLH - Gestion des lits - Migration IC PLAN vers Easily GPL";"18/12/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CHU Orléans";"Hôpital de la source";"PMI";"";"";"Direction DSN";"PROJETS";"Stratégie Métiers du Soin [SNMS]​";"Axe 2: SNMS-Convergence";"Easily";"EASILY HDJ Prescriptions CHU";"21-140";"Non";"Priorité 3";"PRJ Abandonné";"Sébastien De SOUSA";"BUILD";"Applicatif";"Soleil";"";"Stabilisation";"40.0";"";"01/11/2020";"11/07/2025";"";"6.0";"56.0";"50.0";"LOCAL";"EASILY HDJ Prescriptions CHU";"01/09/2025";"01/08/2025";"Mise en place d’une informatisation du parcours patient HDJ";"Mise en place d’une informatisation de prescription Le service d’HDJ du pôle Médecines Interventionnelles couvrent le périmètre des spécialités suivantes : -	Pneumologie -	Hépatologie Gastroentérologie -	Oncologie Médicale -	Hématologie En 2018, le service a été informatisé avec le logiciel CristalNet avec succès pour la pneumologie et Hépatologie Gastroentérologie. L’informatisation des spécialités d’Oncologie Médicale et Hématologie a été suspendu face à la charge de travail de saisie par rapport au nombre important de patients à gérer dans la journée d’hospitalisation. Dr GORALSKI, chef du pôle MI, a missionné le DSN pour reprendre le projet d’informatisation";"01/09/2021"
"01/03/2026";"";"";"";"CH Gien";"Paul Dezarnaulds";"";"";"";"";"";"";"";"";"EASILY Hybrid";"20-016";"Non";"Priorité 4";"PRJ Abandonné";"";"BUILD";"Applicatif";"";"";"";"0.0";"";"19/05/2021";"21/08/2021";"50.0";"";"";"";"GHT";"EASILY Hybrid";"01/10/2024";"01/11/2021";"";"";"11/08/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"_GHT";"";"";"";"";"";"";"";"";"";"EASILY informatisation Blocs Endoscopie";"22-022";"Non";"Priorité 4";"PRJ Terminé";"";"BUILD";"Applicatif";"Nuage";"";"Dégradation";"15.0";"3.0";"01/01/2022";"25/01/2023";"0.0";"3.0";"35.0";"20.0";"LOCAL";"EASILY informatisation Blocs Endoscopie";"01/03/2024";"01/02/2024";"informatisation Blocs Endoscopie";"Informatisation Blocs Endoscopie - quid périmètre (endoscopie 1er étage et / ou salle bloc dédiée) La salle bloc dédié sert aux interventions nécessitant une anesthésie générale";"20/01/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"";"";"CHU Orléans";"";"";"";"";"Direction DSN";"AMS";"Opérationnel";"Stabilisation SIH";"";"EASILY INTEROP LIEN PARENTE";"24-082";"Non";"Priorité 4";"PRJ Terminé";"Jocelyn CADON";"BUILD";"Applicatif";"Nuage";"ça repart !";"Amélioration";"0.0";"";"01/01/2024";"31/12/2024";"0.0";"0.0";"10.0";"0.0";"";"EASILY INTEROP LIEN PARENTE";"01/03/2026";"01/02/2026";"";"Optimiser le bon fonctionnement de l'envoi du lien de parenté GAM vers EASILY (via GAM)";"03/07/2024"
"01/03/2026";"Fonctions Support [SNFS]";"Gestion Patients (Administrative, Facturation, PMSI)";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"Stratégie Métiers du Soin [SNMS]​";"Axe 3: SNMS-Simplification et modernisation du parcours de soin​";"";"EASILY MAGALY (mini GAM)";"21-117";"Oui";"";"PRJ Terminé";"Laetitia GERAUD";"BUILD";"Applicatif";"Nuage";"PRJ pré-requis";"Stabilisation";"15.0";"";"01/01/2021";"26/05/2024";"";"8.0";"39.0";"24.0";"GHT";"EASILY MAGALY (mini GAM)";"01/10/2024";"01/07/2024";"Mise en œuvre du module MAGALY d'EASILY (mini GAM)";"Mise en œuvre du module MAGALY d'EASILY (mini GAM), nécessaire pour utilisation sur site Jeanne d'Arc soir et WE + sites GHT, intégration aux urgences en cas de panne de PASTEL, intégration à GPLH";"03/06/2021"
"01/03/2026";"";"";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"EASILY MATERNITE";"21-161";"";"";"PRJ Terminé";"";"";"";"";"";"";"";"";"01/05/2019";"31/12/2019";"";"";"";"";"";"EASILY MATERNITE";"27/09/2022";"01/11/2021";"";"";"08/11/2021"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"CHU Orléans";"";"";"";"";"Direction DSN";"PROJETS";"";"";"";"EASILY Maternité : Impact et Anticipation intégration des infirmières";"22-115";"Non";"Priorité 2";"PRJ Terminé";"";"BUILD";"Applicatif";"Nuage";"en att Métier, CDP ?";"Amélioration";"5.0";"";"01/07/2022";"31/12/2022";"0.0";"2.0";"10.0";"6.0";"LOCAL";"EASILY Maternité : Impact et Anticipation intégration des infirmières";"01/05/2024";"01/04/2024";"EASILY Maternité : Impact et Anticipation intégration des infirmières";"L’intégration des infirmières à la maternité nécessite un réajustement des paramétrages d’Easily adaptés à l’époque du déploiement à la fonction Sages-Femmes. Il est attendu une assistance à la mise en œuvre de ces changements (groupes de soins-actes-protocole, une formation des nouvelles IDE, une communication autour de ces changements).";"18/08/2022"
